Title,Text,TextSource,Mode,Melody,MelodySources_OCO,MelodySource_Verona,gabc,GB_ID,Occasion,Office
A solis ortu,A solis ortu usque ad occasum * Laudabile nomen Domini. ℣ Super cælos gloria eius.,"Ps 112,3.4",6,f f f g f f fg g gf g gh g f g h gfd fg g f f,cf. CAO 6005; ARII 465,"Antiphonae & Responsoria/Tomus III, p. 127","(c4)A(f) so(f)lis(f) or(g)tu(f) us(f)que(fg) ad(g) oc(gf)cá(g)sum,(gh) <v>\greheightstar</v>(;) Lau(g)dá(f)bi(g)le(h) no(gvFD)men(fg) Dó(g)mi(f)ni.(f)  <sp>V/</sp>(::) Su(h)per(h) cæ(ixhi)los(g) (,) gló(g)ri(g)a(gf) e(g)ius.(gh)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,2.4H1,1V
Adimplebis me,Adimplebis me lætitia * Cum vultu tuo Domine. ℣ Delectationes in dextera tua usque in finem.,"Ps 15,10",6,f f g f f f g gh h g f gh gf g g f f,PM 322,"Antiphonae & Responsoria/Tomus III, p. 129","(c4)Ad(f)im(f)plé(g)bis(f) me(f) læ(f)tí(g)ti(gh)a(h) <v>\greheightstar</v>(;) Cum(g) vul(f)tu(gh) tu(gf)o,(g) Dó(g)mi(f)ne.(f)  <sp>V/</sp>(::) De(f)le(f)cta(f)ti(f)ó(f)nes(f) in(f) déx(f)te(f)ra(f) tu(g)a(f) (,) us(f)que(f) in(f) fi(gh)nem.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f::)",0,2.4H3,V
Adiuvabit eam,Adiuvabit eam * Deus vultu suo. ℣ Deus in medio eius non commovebitur.,"Ps 45,6",6,f f g f gh hg f gh gf g g f,CAO 6042; AM 676,"Antiphonae & Responsoria/Tomus IV, p. 259","(c4)Ad(f)iu(f)vá(g)bit(f) e(gh)am(hg) <v>\greheightstar</v>(;) De(f)us(gh) vul(gf)tu(g) su(g)o.(f)  <sp>V/</sp>(::) De(ixhi)us(h) in(h) mé(h)di(h)o(g) e(gh)ius,(g) (,) non(g) com(g)mo(f)vé(g)bi(gh)tur.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Mul,L
Adiuvabit eam,Adiuvabit eam * Deus vultu suo. ℣ Deus in medio eius non commovebitur.,"Ps 45,6",6,f f g f gh hg f gh gf g g f,CAO 6042; AM 676,"Antiphonae & Responsoria/Tomus IV, p. 259","(c4)Ad(f)iu(f)vá(g)bit(f) e(gh)am(hg) <v>\greheightstar</v>(;) De(f)us(gh) vul(gf)tu(g) su(g)o.(f)  <sp>V/</sp>(::) De(ixhi)us(h) in(h) mé(h)di(h)o(g) e(gh)ius,(g) (,) non(g) com(g)mo(f)vé(g)bi(gh)tur.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,21/1,L
Adiuvabit eam... all.,Adiuvabit eam Deus vultu suo * Alleluia alleluia. ℣ Deus in medio eius non commovebitur.,,6,f f f f g f f f f e g h h hg g f d fg g f,,"Antiphonale Prataliense/Tomus II, p. 545","(c4)Ad(f)iu(f)vá(f)bit(f) e(g)am(f) (,) De(f)us(f) vul(f)tu(e) su(g)o,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) De(d)us(f) in(f) mé(f)di(f)o(f) e(g)ius,(f) (,) non(f) com(f)mo(e)vé(g)bi(g)tur.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Mul TP,L
Adorabunt eum,Adorabunt eum * Omnes reges terræ. ℣ Omnes gentes servient ei.,"Ps 71,11",6,f f g f gh hg f gh gf g g f,CAO 6044,"Antiphonae & Responsoria/Tomus I, p. 125","(c4)Ad(f)o(f)rá(g)bunt(f) e(gh)um(hg) <v>\greheightstar</v>(;) Om(f)nes(gh) re(gf)ges(g) ter(g)ræ.(f)  <sp>V/</sp>(::) Om(h)nes(h) gen(ixhi)tes(g) sér(h)vi(g)ent(f) e(gh)i.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Ep,L
Adoramus te 1,Adoramus te Christe * Et benedicimus tibi. ℣ Quia per crucem tuam redemisti mundum.,,4,g g g e fe de e e e f d c df fgfe e,CAO 6045; ARII 178-179,"Antiphonae & Responsoria/Tomus II, p. 104","(c4)A(g)do(g)rá(g)mus(e) te,(fe) Chri(de)ste,(e) <v>\greheightstar</v>(;) Et(e) be(e)ne(f)dí(d)ci(c)mus(df) ti(fgFE)bi.(e)  <sp>V/</sp>(::) Qui(ixehiv)a(h) per(g) cru(g)cem(g) tu(gh)am(g) (,) red(g)e(h)mí(gf)sti(de) mun(efwgFE~)dum.(e)  <sp>V/</sp>(::) Gló(ixehiv)ri(h)a(g) Pa(g)tri(g) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(gf)i(de) San(efwgFE~)cto.(e) (::)",0,6Q1-4,V
Adoramus te 2,Adoramus te Christe * Et benedicimus tibi. ℣ Quia per crucem tuam redemisti mundum.,,6,f f g f f gh h g f gh g f g g f,CAO 6045; ARII 178-179,Calithes.it,"(c4)Ad(f)o(f)rá(g)mus(f) te,(f) Chri(gh)ste,(h) <v>\greheightstar</v>(;) Et(g) be(f)ne(gh)dí(g)ci(f)mus(g) ti(g)bi.(f)  <sp>V/</sp>(::) Qui(ixhi)a(h) per(h) cru(h)cem(g) tu(gh)am(g) (,) re(g)de(g)mí(g)sti(f) mun(gh~)dum.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(f) San(g)cto.(gh) (::)",0,14/9,L
Adorate Dominum,Adorate Dominum * In aula sancta eius. ℣ Afferte Domino gloriam et honorem.,"Ps 28,2",6,f f g f g gh h g f gh gf g g f,cf. CAO 6047; AR 272,Calithes.it,"(c4)Ad(f)o(f)rá(g)te(f) Dó(g)mi(gh)num(h) <v>\greheightstar</v>(;) In(g) au(f)la(gh) san(gf~)cta(g) e(g)ius.(f)  <sp>V/</sp>(::) Af(h)fér(h)te(h) Dó(ixhi)mi(g)no(g) (,) gló(h)ri(g)am(g) et(g) ho(f)nó(gh)rem.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(f) San(g)cto.(gh) (::)",0,2/2,L
Afferentur regi,Afferentur Regi virgines * In exsultatione. ℣ Adducentur in templum Regis.,"Ps 44,15.16",6,f f f f g f g gh hg f g h gf g g f,,,"(c4)Af(f)fe(f)rén(f)tur(f) Re(g)gi(f) vír(g)gi(gh)nes(hg) <v>\greheightstar</v>(;) In(f) ex(g)sul(h)ta(gf)ti(g)ó(g)ne.(f)  <sp>V/</sp>(::) Ad(h)du(h)cén(ixhi)tur(g) in(g) tem(g)plum(f) Re(gh)gis.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Virg,2V
Afferentur regi... all.,Afferentur Regi virgines in exsultatione * Alleluia alleluia. ℣ Adducentur in templum Regis.,,6,f f f f f f g f f f f f f e g h h hg g f d fg g f,,,"(c4)Af(f)fe(f)rén(f)tur(f) Re(f)gi(f) vír(g)gi(f)nes(f) (,) in(f) ex(f)sul(f)ta(f)ti(e)ó(g)ne,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Ad(f)du(f)cén(g)tur(f) in(f) tem(f)plum(e) Re(g)gis.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f) (::)",0,Virg TP,2V
Amavit eum,Amavit eum Dominus * Et ornavit eum. ℣ Stolam gloriæ induit eum.,"<sp>V/</sp>: Sir 45,9",6,f f f g f g gh hg f gh gf g g f,CAO 6080; AM 659,"Antiphonale Monasticum, p. 659","(c4)A(f)má(f)vit(f) e(g)um(f) Dó(g)mi(gh)nus,(hg) <v>\greheightstar</v>(;) Et(f) or(gh)ná(gf)vit(g) e(g)um.(f)  <sp>V/</sp>(::) Sto(h)lam(h) gló(ixhi)ri(g)æ(g) (,) ín(h)du(g)it(f) e(gh)um.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(f) San(g)cto.(gh) (::)",0,Vir,1V
Amavit eum... all.,Amavit eum Dominus et ornavit eum * Alleluia alleluia. ℣ Stolam gloriæ induit eum.,,6,f f f f f g f f f f f e g h h hg g f d fg g f,AM 659,"Antiphonale Monasticum, p. 659","(c4)A(f)má(f)vit(f) e(f)um(f) Dó(g)mi(f)nus,(f) (,) et(f) or(f)ná(f)vit(e) e(g)um,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Sto(f)lam(f) gló(g)ri(f)æ(f) (,) ín(f)du(f)it(e) e(g)um.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,Vir TP,1V
Amicus sponsi,Amicus sponsi gaudet * Propter vocem sponsi. ℣ Hoc gaudium meum impletum est.,"Io 3,29",6,f f f g f gh hg f gh gf g g f,,"Antiphonae & Responsoria/Tomus IV, p. 277","(c4)A(f)mí(f)cus(f) spon(g)si(f) gau(gh)det(hg) <v>\greheightstar</v>(;) Prop(f)ter(gh) vo(gf)cem(g) spon(g)si.(f)  <sp>V/</sp>(::) Hoc(h) gáu(ixhi)di(h)um(g) me(gh)um(g) im(f)plé(g)tum(gh) est.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,29/8,V
Angelis suis,Angelis suis * Deus mandavit de te. ℣ Ut custodiant te in omnibus viis tuis.,"Ps 90,11",6,f f f gh h g f gh gf g g f,,"Antiphonae & Responsoria/Tomus IV, p. 281","(c4)An(f)ge(f)lis(f) su(gh)is(h) <v>\greheightstar</v>(;) De(g)us(f) man(gh)dá(gf)vit(g) de(g) te.(f)  <sp>V/</sp>(::) Ut(h) cu(h)stó(ixhi)di(h)ant(gh~) te(g) (,) in(g) óm(gh)ni(g)bus(g) vi(g)is(f) tu(gh)is.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,2/10,V
Annuntiate,Annuntiate inter gentes * Gloriam Domini. ℣ In omnibus populis mirabilia eius.,"Ps 95,3",6,f f f g f f f gh hg fh gf g g f f,ARII 718,"Antiphonae & Responsoria/Tomus IV, p. 268","(c4)An(f)nun(f)ti(f)á(g)te(f) in(f)ter(f) gen(gh)tes(hg) <v>\greheightstar</v>(;) Gló(fh)ri(gf)am(g) Dó(g)mi(f)ni.(f)  <sp>V/</sp>(::) In(h) óm(ixhi)ni(h)bus(g) pó(gh)pu(g)lis(g) (,) mi(g)ra(g)bí(h)li(g)a(f) e(gh)ius.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,Ap,2V
Annuntiate,Annuntiate inter gentes * Gloriam Domini. ℣ In omnibus populis mirabilia eius.,"Ps 95,3",6,f f f g f f f gh hg fh gf g g f f,ARII 718,"Antiphonae & Responsoria/Tomus IV, p. 268","(c4)An(f)nun(f)ti(f)á(g)te(f) in(f)ter(f) gen(gh)tes(hg) <v>\greheightstar</v>(;) Gló(fh)ri(gf)am(g) Dó(g)mi(f)ni.(f)  <sp>V/</sp>(::) In(h) óm(ixhi)ni(h)bus(g) pó(gh)pu(g)lis(g) (,) mi(g)ra(g)bí(h)li(g)a(f) e(gh)ius.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,25/4 11/6 18/10,2V
Annuntiate... all.,Annuntiate inter gentes gloriam Domini * Alleluia alleluia. ℣ In omnibus populis mirabilia eius.,,6,f f f f f f f g f f f e g g h h hg g f d fg g f,,"Antiphonae & Responsoria/Tomus IV, p. 267","(c4)An(f)nun(f)ti(f)á(f)te(f) in(f)ter(f) gen(g)tes(f) (,) gló(f)ri(f)am(e) Dó(g)mi(g)ni,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) In(d) óm(f)ni(f)bus(f) pó(g)pu(f)lis(f) (,) mi(f)ra(f)bí(f)li(f)a(e) e(g)ius(h::) .<sp>V/</sp>() Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,Ap TP 11/6,2V
Ascendens Christus,Ascendens Christus in altum * Alleluia alleluia. ℣ Captivam duxit captivitatem.,"Eph 4,8",6,f f f g f e g h h hg g f d fg g f,CAO 6120; AM 506,"Antiphonae & Responsoria/Tomus II, p. 238","(c4)A(f)scén(f)dens(f) Chri(g)stus(f) in(e) al(g)tum,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Cap(d)tí(f)vam(f) du(g)xit(f) cap(f)ti(f)vi(e)tá(g)tem.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,Asc,L
Ascendit Deus,Ascendit Deus in iubilatione * Alleluia alleluia. ℣ Et Dominus in voce tubæ.,"Ps 46,6",6,f f f g f f f f f e g h h hg g f d fg g f,CAO 6122; AM 510,"Antiphonae & Responsoria/Tomus II, p. 235","(c4)A(f)scén(f)dit(f) De(g)us(f) (,) in(f) iu(f)bi(f)la(f)ti(e)ó(g)ne,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Et(f) Dó(g)mi(f)nus(f) in(f) vo(f)ce(e) tu(g)bæ.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,Asc,1V
Ascendit fumus,Ascendit fumus aromatum * In conspectu Domini. ℣ De manu angeli.,"cf. Ap 8,4",6,f f f g f f g gh hg f gh gf g g f f,CAO 6124; ARII 658,"Antiphonae & Responsoria/Tomus IV, p. 281","(c4)A(f)scén(f)dit(f) fu(g)mus(f) a(f)ró(g)ma(gh)tum(hg) <v>\greheightstar</v>(;) In(f) con(gh)spé(gf)ctu(g) Dó(g)mi(f)ni.(f)  <sp>V/</sp>(::) De(h) ma(ixhi)nu(gf) án(g)ge(gh)li.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,29/9,V
Ascendo ad Patrem,Ascendo ad Patrem meum et Patrem vestrum * Alleluia alleluia. ℣ Deum meum et Deum vestrum.,"Io 20,17",6,f g f f f f gh f f fe dc fgd ifghih,CAO 6125; ARII 261,"Antiphonae & Responsoria/Tomus II, p. 242","(c4)A(f)scén(g)do(f) ad(f) Pa(f)trem(f) me(gh)um(f) (,) et(f) Pa(fe)trem(dc) ve(fgd)strum,(ixfgw!hih) <v>\greheightstar</v>(::) Al(ixi>)le(ivHG)lú(gh)ia(f) (,) al(dc~)le(ixfg!hwiHGF)lú(ghf~)ia.(f)  <sp>V/</sp>(::) De(f)um(f) me(g)um(f) et(f) De(fe)um(dc) ve(fgd)strum.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(g)tri(f) (,) et(f) Fí(gh)li(f)o(f) (;) et(f) Spi(f)rí(g)tu(fe)i(dc) San(fgd)cto.(ixfgw!hih) (::)",0,Asc,2V
Assumpta est,Assumpta est Maria in cælum: * Gaudent angeli. ℣ Laudantes benedicunt Dominum.,,6,f gh f f f g fe dc fgd ifghih gh ifghihgf g ghf f,ARII 629,"Antiphonae & Responsoria/Tomus IV, p. 275","(c4)As(f)súm(gh)pta(f) est(f) (,) Ma(f)rí(g)a(fe) in(dc~) cæ(fgd)lum:(ixfgw!hih) <v>\greheightstar</v>(;) Gau(gh)dent(ixfg!hwiHGF) án(g)ge(ghf)li.(f)  <sp>V/</sp>(::) Lau(f)dán(gh~)tes(f) (,) be(g)ne(f)dí(fe)cunt(dc) Dó(f)mi(fgd)num.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(f) (,) et(g) Fí(fe)li(dc)o(c) (;) et(dc~) Spi(f)rí(ixghwi)tu(ih)i(gh) San(gf~)cto.(f) (::)",0,15/8,1V
Attende Domine,Attende Domine et miserere * Quia peccavimus tibi. ℣ Exaudi Christe supplicantum preces.,"<sp>R/</sp>: Ier 18,19; 14,20",4,g g g gh g g g g e fe de e e f d c df fgfe e,ARII 125,"Antiphonae & Responsoria/Tomus II, p. 4","(c4)At(g)tén(g)de,(g) Dó(gh)mi(g)ne,(g) (`) et(g) mi(g)se(e)ré(fe)re,(de) <v>\greheightstar</v>(;) Qui(e)a(e) pec(f)cá(d)vi(c)mus(df) ti(fgFE)bi.(e)  <sp>V/</sp>(::) Ex(eh)áu(ixhi)di,(h) Chri(gh)ste,(g) (`) sup(g)pli(g)cán(gf)tum(de) pre(efwgFE)ces.(e)  <sp>V/</sp>(::) Gló(ixehiv)ri(h)a(g) Pa(g)tri(g) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(gf)i(de) San(efwgFE~)cto.(e) (::)",0,1-5Q1,V
Auditam fac,Auditam fac mihi mane * Misericordiam tuam. ℣ Notam fac mihi viam in qua ambulem.,"Ps 142,8",6,f f f f g f gh h g f gh g f g g f,cf. CAO 6148; PM 229,"Antiphonae & Responsoria/Tomus III, p. 125","(c4)Au(f)dí(f)tam(f) fac(f) mi(g)hi(f) ma(gh)ne(h) <v>\greheightstar</v>(;) Mi(g)se(f)ri(gh)cór(g)di(f)am(g) tu(g)am.(f)  <sp>V/</sp>(::) No(f)tam(f) fac(f) mi(f)hi(f) vi(g)am(f) (,) in(f) qua(f) ám(g)bu(gh)lem.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f::)",0,1.3H6,L
Ave Maria,Ave Maria gratia plena; * Dominus tecum. <sp>V</sp> Benedicta tu in mulieribus et benedictus fructus ventris tui.,"Lc 1,28.42",6,f f f g f f f f gh hg fh gf g g f,CAO 6155; AM 703,"Antiphonale Monasticum, p. 703","(c4)A(f)ve,(f) Ma(f)rí(g)a,(f) (,) grá(f)ti(f)a(f) ple(gh)na;(hg) <v>\greheightstar</v>(;) Dó(fh)mi(gf)nus(g) te(g)cum.(f)  <sp>V/</sp>(::) Be(h)ne(h)dí(ixhi)cta(h) tu(h) in(h) mu(h)li(g)é(gh)ri(g)bus,(g) (,) et(g) be(g)ne(g)dí(g)ctus(g) fru(h)ctus(g) ven(g)tris(f) tu(gh)i.(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,BMV,2V
,Ave Maria gratia plena; * Dominus tecum. ℣ Benedicta tu in mulieribus et benedictus fructus ventris tui,"Lc 1,28.42",6,f f f g f f f f gh hg fh gf g g f,CAO 6155; AM 703,"Antiphonale Monasticum, p. 703","(c4)A(f)ve,(f) Ma(f)rí(g)a,(f) (,) grá(f)ti(f)a(f) ple(gh)na;(hg) <v>\greheightstar</v>(;) Dó(fh)mi(gf)nus(g) te(g)cum.(f)  <sp>V/</sp>(::) Be(h)ne(h)dí(ixhi)cta(h) tu(h) in(h) mu(h)li(g)é(gh)ri(g)bus,(g) (,) et(g) be(g)ne(g)dí(g)ctus(g) fru(h)ctus(g) ven(g)tris(f) tu(gh)i(hg)  <sp>V/</sp>(::) Gló(h)ri(h)a(h) Pa(ixhi)tri(h) et(g) Fí(gh)li(g)o(g) (,) et(g) Spi(g)rí(h)tu(g)i(gf) San(g)cto.(gh) (::)",0,25/3,L
Ave Maria... all.,Ave Maria gratia plena; Dominus tecum * Alleluia alleluia. ℣ Benedicta tu in mulieribus et benedictus fructus ventris tui.,,6,f f f f f f f f g f f f e g h h hg g f d fg g f,AM 704,"Antiphonale Monasticum, p. 704","(c4)A(f)ve,(f) Ma(f)rí(f)a,(f) grá(f)ti(f)a(f) ple(g)na;(f) (,) Dó(f)mi(f)nus(e) te(g)cum,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Be(d)ne(f)dí(f)cta(f) tu(f) in(f) mu(f)li(f)é(g)ri(f)bus,(f) (,) et(f) be(f)ne(f)dí(f)ctus(f) fru(g)ctus(f) ven(f)tris(e) tu(g)i.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,BMV TP,2V
,Ave Maria gratia plena; Dominus tecum * Alleluia alleluia. ℣ Benedicta tu in mulieribus et benedictus fructus ventris tui.,,6,f f f f f f f f g f f f e g h h hg g f d fg g f,AM 704,"Antiphonale Monsticum, p. 704","(c4)A(f)ve,(f) Ma(f)rí(f)a,(f) grá(f)ti(f)a(f) ple(g)na;(f) (,) Dó(f)mi(f)nus(e) te(g)cum,(h) <v>\greheightstar</v>(;) Al(h)le(hg)lú(g>)ia(f) al(d)le(fg)lú(g>)ia.(f)  <sp>V/</sp>(::) Be(d)ne(f)dí(f)cta(f) tu(f) in(f) mu(f)li(f)é(g)ri(f)bus,(f) (,) et(f) be(f)ne(f)dí(f)ctus(f) fru(g)ctus(f) ven(f)tris(e) tu(g)i.(h)  <sp>V/</sp>(::) Gló(f)ri(f)a(e) Pa(g)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(g>)cto.(f) (::)",0,25/3 TP,L
Beati qui habitant,Beati qui habitant * In domo tua Domine. ℣ In sæculum sæculi laudabunt te.,"Ps 83,5",6,f f fe dc f fgd ifghih j ii h gh ifghihgf g ghf f,ARII 709,Calithes.it,"(c4)Be(f)á(f)ti(fe) qui(dc) há(f)bi(fgd)tant(ixfgw!hih) <v>\greheightstar</v>(;) In(j) do(ixi)mo(h) tu(gh)a,(ixfg!hwiHGF) Dó(g)mi(ghf)ne.(f)  <sp>V/</sp>(::) In(f) sǽ(g)cu(f)lum(f) sǽ(gh)cu(f)li(fe) lau(dc~)dá(f)bunt(fgd) te.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(f) (,) et(g) Fí(fe)li(dc)o(c) (;) et(dc~) Spi(f)rí(ixghwi)tu(ih)i(gh) San(gf~)cto.(f) (::)",0,Ded,2V
Beati qui habitant... all.,Beati qui habitant in domo tua Domine * Alleluia alleluia. ℣ In sæculum sæculi laudabunt te.,,6,f f f f gh f f f g f fe dc f fgd ifghih,ARII 710,"Antiphonale Romanum II, p. 710","(c4)Be(f)á(f)ti(f) qui(f) há(gh)bi(f)tant(f) (,) in(f) do(g)mo(f) tu(fe)a,(dc) Dó(f)mi(fgd)ne,(ixfgw!hih) <v>\greheightstar</v>(::) Al(ixi>)le(ivHG)lú(gh)ia(f) (,) al(dc~)le(ixfg!hwiHGF)lú(ghf~)ia.(f)  <sp>V/</sp>(::) In(f) sǽ(gh)cu(f)lum(f) sǽ(g)cu(f)li(fe) lau(dc)dá(f)bunt(fgd) te.(ixfgw!hih)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(g)tri(f) (,) et(f) Fí(gh)li(f)o(f) (;) et(f) Spi(f)rí(g)tu(fe)i(dc) San(fgd)cto.(ixfgw!hih) (::)",0,Ded TP,2V
Benedicam Dominum,Benedicam Dominum * In omni tempore. ℣ Semper laus eius in ore meo.,"Ps 33,2",6,f f g f g gh hg fh gf g g f f,CAO 6236; AM 136,"Antiphonae & Responsoria/Tomus III, p. 130","(c4)Be(f)ne(f)dí(g)cam(f) Dó(g)mi(gh)num(hg) <v>\greheightstar</v>(;) In(fh) om(gf)ni(g) tém(g)po(f)re.(f)  <sp>V/</sp>(::) Sem(f)per(f) laus(f) e(g)ius(f) (,) in(f) o(f)re(f) me(gh)o.(hg)  <sp>V/</sp>(::) Gló(f)ri(f)a(f) Pa(gh)tri(h) et(h) Fí(ixhi)li(h)o(h) (,) et(h) Spi(h)rí(h)tu(g)i(h) San(gf~)cto.(f::)",0,2.4H4,L
